"ComAreaID,N,18,0","community,C,254","TRACTCnt,N,18,0","shape_area,N,33,31","shape_len,N,33,31","Pop2012,N,18,0","Pop2014,N,18,0","PopChng,N,18,4","PopM,N,18,0","PopMP,N,18,4","PopF,N,18,0","PopFP,N,18,4","Under5,N,18,0","Under5P,N,18,4","Under18,N,18,0","Under18P,N,18,4","Over18,N,18,0","Over18P,N,18,4","Over21,N,18,0","Over21P,N,18,4","Over65,N,18,0","Over65P,N,18,4","Wht14,N,18,0","Wht14P,N,18,4","Blk14,N,18,0","Blk14P,N,18,4","AI14,N,18,0","AI14P,N,18,4","AS14,N,18,0","AS14P,N,18,4","NHP14,N,18,0","NHP14P,N,18,4","Oth14,N,18,0","Oth14P,N,18,4","Hisp14,N,18,0","Hisp14P,N,18,4","Property_C,N,18,0","PropCrRt,N,18,4","Violent_C,N,18,0","VlntCrRt,N,18,4","PerCInc14,N,18,0","PPop14,N,18,0","Pov14,N,18,0","field_37,N,18,4","ChldPov14,N,18,0","NoHS14,N,18,0","HSGrad14,N,18,0","SmClg14,N,18,0","ClgGrad14,N,18,0","LaborFrc,N,18,0","Unemp14,N,18,0","Pov50,N,18,0","Pov50P,N,18,4","Pov125,N,18,0","Pov125P,N,18,4","Pov150,N,18,0","Pov150P,N,18,4","Pov185,N,18,0","Pov185P,N,18,4","Pov200,N,18,0","Pov200P,N,18,4","COIave,N,18,4","HISave,N,18,4","SESave,N,18,4","Hlitave,N,18,4","BirthRate,N,18,4","FertRate,N,18,0","LoBirthR,N,18,0","PrenScrn,N,18,0","PretBrth,N,18,4","TeenBirth,N,18,4","Assault,N,18,4","BrstCancr,N,18,4","CancerAll,N,18,4","Colorect,N,18,4","DiabetM,N,18,4","FirearmM,N,18,4","InfntMR,N,18,4","LungCancer,N,18,4","ProstateC,N,18,4","Stroke,N,18,4","ChlBLLS,N,18,4","ChlLeadP,N,18,0","GonorrF,N,18,4","GonorrM,N,18,4","Tuberc,N,18,4"
55,HEGEWISCH,2,145965741.437,73692.3821322,9426,9338,-0.469,4727,50.6211,4611,49.3789,741,7.9353,2237,23.9559,7101,76.0441,6908,73.9773,1578,16.8987,8175,87.5455,656,7.0251,112,1.1994,71,0.7603,0,0,626,6.7038,4887,52.3345,136,0.0146,159,0.017,49821,9326,1594,17.092,545,1173,2071,2046,1226,4305,403,483,5.1791,2274,24.3834,2958,31.7178,3340,35.8139,3718,39.867,-0.3869,37.5703,60.8102,238.6625,13.7,73,7,66,13.1,47.1,6.9,20,210,16.7,80,13.4,8.4,57.9,28.6,47.1,298.8,1,0,0,2.1
56,GARFIELD RIDGE,11,117890778.429,60080.4479704,34513,34743,0.3321,17222,49.5697,17521,50.4303,2824,8.1283,7803,22.4592,26940,77.5408,25695,73.9573,5025,14.4633,26996,77.702,1889,5.4371,229,0.6591,803,2.3113,0,0,6156,17.7187,15297,44.029,578,0.0166,409,0.0118,240770,34536,2754,7.9743,789,4196,7717,6647,5170,17982,2164,1172,3.3936,4685,13.5656,5695,16.49,7743,22.4201,8494,24.5946,-0.1423,33.6989,55.9193,214.9974,13.4,69,8,81,9.5,33.7,9.9,31,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0,180,101.8,3.5
57,ARCHER HEIGHTS,5,55922505.7212,31880.0210295,13393,13998,2.2088,6967,49.7714,7031,50.2286,1221,8.7227,3949,28.2112,10049,71.7888,9415,67.2596,1443,10.3086,9127,65.2022,247,1.7645,138,0.9859,340,2.4289,8,0.0572,4465,31.8974,10585,75.6179,346,0.0247,291,0.0208,86367,13961,2122,15.1995,975,2733,2982,1910,862,6974,997,579,4.1473,3125,22.3838,4012,28.7372,5700,40.828,6308,45.183,-0.3991,43.4872,59.6763,244.187,18.1,80,8,74,10,50.3,16.6,25.2,166.3,9,67.7,15.4,5.2,49.6,20.5,41.8,543.5,0,0,0,1.5
58,BRIGHTON PARK,10,75892790.3114,36537.1343061,45368,44130,-1.3833,22819,51.7086,21311,48.2914,3434,7.7816,13739,31.133,30391,68.867,28100,63.6755,2810,6.3676,27484,62.2796,767,1.738,502,1.1375,3053,6.9182,7,0.0159,12913,29.2613,37509,84.9966,752,0.017,826,0.0187,129460,43797,11912,27.1982,4574,11516,7703,4059,1890,20895,3093,2303,5.2584,16699,38.1282,21259,48.5399,25759,58.8145,27578,62.9678,-0.4098,53.8661,56.128,241.2661,20.6,90,7,82,8.3,58.1,11.1,26.8,139.1,12.8,69.7,10.6,5.9,27.7,15.1,38.3,580.4,0,97.2,52.7,11.5
59,MCKINLEY PARK,5,39431799.6479,26014.0968371,15612,16449,2.6106,8408,51.1156,8041,48.8844,1441,8.7604,4380,26.6278,12069,73.3722,11509,69.9678,1503,9.1373,8549,51.9728,761,4.6264,474,2.8816,3259,19.8128,0,0,3851,23.4118,9487,57.6752,395,0.024,276,0.0168,88920,16449,4034,24.5243,1576,3262,3311,2017,1896,8336,1165,1011,6.1463,5488,33.3637,6471,39.3398,8089,49.1762,8873,53.9425,-0.0661,44.6073,59.0917,240.2013,16.7,73,7,80,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0,51.7,529.6,0,141.4,0,11.5
6,LAKE VIEW,34,87214799.2728,51973.0968677,94368,97968,1.8717,48829,49.8418,49139,50.1582,5499,5.6131,10421,10.6371,87547,89.3629,85821,87.6011,6841,6.9829,86083,87.8685,4387,4.478,705,0.7196,7941,8.1057,119,0.1215,1366,1.3943,7133,7.2809,2607,0.0266,1206,0.0123,2075859,97733,11335,11.5979,665,1751,4553,9327,58096,73625,3123,3647,3.7316,13552,13.8664,15747,16.1123,19198,19.6433,20222,20.6911,0.5687,17.9579,61.3523,244.5417,13.5,38,6,79,8.1,15.8,1.4,20.1,126.9,13,38.5,1.8,2.2,32.5,17,24.4,179.2,0,81.8,357.6,3.2
60,BRIDGEPORT,10,58291519.2767,32732.7183268,31977,31939,-0.0595,15932,49.8826,16007,50.1174,3787,11.857,6361,19.9161,25578,80.0839,24397,76.3862,3293,10.3103,16411,51.3823,1364,4.2706,254,0.7953,11105,34.7694,20,0.0626,3659,11.4562,8941,27.994,597,0.0187,426,0.0133,222459,31844,6560,20.6004,1844,5076,6538,4890,5428,18209,2404,1404,4.409,8646,27.1511,10453,32.8257,13712,43.0599,15117,47.4721,0.1749,38.2928,58.9591,243.0802,11.7,51,8,80,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8,54.4,15.8,40.1,384.9,0,110.8,65,9.9
61,NEW CITY,17,134636963.254,48133.595961,44377,41598,-3.2323,20588,49.4928,21010,50.5072,4119,9.9019,13251,31.8549,28347,68.1451,26291,63.2026,2889,6.945,20878,50.1899,11699,28.1239,206,0.4952,1083,2.6035,59,0.1418,8434,20.275,23536,56.5796,1253,0.0301,1608,0.0387,203930,41259,14681,35.5825,6333,8647,8582,4220,1729,18582,4625,3241,7.8553,19047,46.1645,23204,56.2399,26898,65.193,28021,67.9149,-0.727,57.7158,48.3681,250.3056,21.4,93,11,75,12.2,94.3,26.6,23.6,235.2,29.2,83.7,24.6,7.9,69.4,40.7,50.2,555,0,1052.6,579.7,9.3
62,WEST ELSDON,4,32711091.4259,26229.6956007,18109,19165,2.8331,9456,49.3399,9709,50.6601,1139,5.9431,5468,28.5312,13697,71.4688,12550,65.484,1941,10.1278,11821,61.6801,235,1.2262,196,1.0227,257,1.341,0,0,6951,36.2692,15354,80.1148,368,0.0192,242,0.0126,64574,19027,3067,16.1192,1250,3514,4274,2555,978,9399,1264,788,4.1415,4023,21.1436,5762,30.2833,8663,45.53,10022,52.6725,-0.1277,50.5112,59.2011,254.016,20.8,92,4,81,7.5,45.5,5.9,12.1,180.6,11.5,68.5,7.7,8.1,57.8,44.7,42.6,492.6,0,122,115.9,4.5
63,GAGE PARK,8,61284896.1132,32294.1959107,39894,40381,0.6067,20943,51.8635,19438,48.1365,3150,7.8007,13056,32.332,27325,67.668,25055,62.0465,2490,6.1663,19788,49.0032,1710,4.2347,138,0.3417,441,1.0921,0,0,18825,46.6185,37260,92.2711,700,0.0173,764,0.0189,96016,39907,9776,24.497,4234,11000,6870,3373,1272,19410,3140,1753,4.3927,14476,36.2743,19758,49.5101,24489,61.3652,26117,65.4447,-0.2516,58.3252,54.9247,244.8287,21.8,93,6,80,6.8,61.4,10.8,23.4,171,13.6,65,11.1,5.4,34.1,41.1,51.2,590.3,0,171.6,149.2,7
64,CLEARING,7,71145192.3827,45363.2861749,23139,24452,2.7589,11539,47.1904,12913,52.8096,1950,7.9748,6034,24.6769,18418,75.3231,17613,72.0309,3058,12.5061,18313,74.8937,469,1.918,94,0.3844,595,2.4333,0,0,6003,24.5501,12005,49.0962,304,0.0124,230,0.0094,168434,24421,2446,10.016,852,2732,6253,4744,2870,13217,1359,649,2.6575,3532,14.463,4377,17.9231,5792,23.7173,6466,26.4772,0.0012,34.8859,61.8169,247.9108,14.6,68,7,85,8,38.7,9.4,23.6,189.4,22.5,72,12.7,6.7,58.6,18.7,53.5,302,0,0,0,0.9
65,WEST LAWN,6,82315301.6831,41934.4901309,33355,33477,0.1825,17096,51.0679,16381,48.9321,2444,7.3005,10089,30.1371,23388,69.8629,21882,65.3643,2667,7.9667,16479,49.2248,1122,3.3516,409,1.2217,198,0.5915,107,0.3196,15896,47.4833,26926,80.4313,894,0.0267,427,0.0128,105213,33467,6283,18.7737,2696,6650,6436,4729,2021,16123,2074,1440,4.3027,7931,23.698,10619,31.7298,14074,42.0534,15711,46.9448,-0.0799,43.1592,59.1009,249.761,18.8,83,7,83,8.3,44.6,10.7,16.9,145.1,15.7,61.5,8.8,8.4,36.7,19.7,43.1,508.3,0,93.1,87.2,4.3
66,CHICAGO LAWN,11,98279465.1151,40073.0998382,55628,56293,0.5942,26105,46.3734,30188,53.6266,4718,8.3811,17810,31.638,38483,68.362,35488,63.0416,4021,7.143,9016,16.0162,28689,50.9637,283,0.5027,428,0.7603,0,0,18870,33.521,25583,45.4461,1572,0.0279,1946,0.0346,134875,55847,18496,33.1191,7607,9630,10937,8332,2855,24818,5560,3889,6.9637,23578,42.2189,27106,48.5362,32823,58.7731,35629,63.7975,-0.3608,51.4013,52.3924,247.5207,20.1,85,9,78,10.8,67.4,22.4,25,179.3,26.1,73,19.4,11.1,42.9,22.1,61.7,524.6,1,1189.5,1159.9,5.3
67,WEST ENGLEWOOD,19,87947691.9478,40195.2033069,35505,34272,-1.7671,16056,46.8487,18216,53.1513,2185,6.3755,9250,26.99,25022,73.01,23244,67.8221,4605,13.4366,895,2.6115,32722,95.4774,200,0.5836,11,0.0321,23,0.0671,1001,2.9208,1297,3.7844,1491,0.0435,2507,0.0732,225477,33973,13234,38.9545,4838,5326,8025,6160,1575,14220,5233,3596,10.5849,16118,47.4436,19318,56.8628,21792,64.1451,22935,67.5095,-0.66,55.3557,48.5216,245.7607,20.3,93,16,63,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75,64.6,450.6,2,2762.2,2545.7,10.9
68,ENGLEWOOD,11,85652323.0826,42316.8442973,30654,27297,-5.7928,12294,45.0379,15003,54.9621,2572,9.4223,7811,28.6149,19486,71.3851,18060,66.1611,2961,10.8473,503,1.8427,26367,96.593,230,0.8426,138,0.5056,59,0.2161,323,1.1833,543,1.9892,1538,0.0563,2542,0.0931,121782,27111,13544,49.9576,4701,4552,5421,5086,961,10341,3805,3245,11.9693,15743,58.0687,17803,65.6671,19915,73.4573,20875,76.9983,-0.7387,55.6797,43.2879,243.4513,20,85,14,69,13.1,105.3,45.1,32.9,252.2,30.2,101.8,44.9,13.4,76.8,57.7,71.6,401,2,2594.9,2323.5,11.3
69,GREATER GRAND CROSSING,12,98853167.7093,54645.3302996,32602,32849,0.3774,14137,43.0363,18712,56.9637,2508,7.6349,9075,27.6264,23774,72.3736,22273,67.8042,4097,12.4722,662,2.0153,32050,97.5677,360,1.0959,20,0.0609,0,0,169,0.5145,602,1.8326,1682,0.0512,2398,0.073,198701,32302,12450,38.5425,5105,2925,5910,7708,3330,14341,3699,3004,9.2997,14075,43.5732,16145,49.9814,18523,57.3432,19517,60.4204,-0.248,48.0387,52.7123,246.8229,18.2,82,12,72,15.1,84.3,49.7,29.1,274.4,31.5,92.3,44.6,14.2,77.5,70.3,58.2,453.7,1,2500.3,2034.2,4.8
7,LINCOLN PARK,20,88316400.4728,49478.4277714,64116,65951,1.4108,32551,49.3563,33400,50.6437,3547,5.3782,9337,14.1575,56614,85.8425,53016,80.387,5636,8.5457,58575,88.8159,2963,4.4927,301,0.4564,4546,6.893,158,0.2396,893,1.354,4771,7.2342,2107,0.0319,542,0.0082,1369122,62711,7862,12.5369,630,1222,2115,4305,37719,43238,1891,2538,4.0471,8887,14.1714,9838,15.6878,12003,19.1402,12421,19.8067,0.7296,18.1817,61.8087,251.9569,13.2,38,6,75,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40,27.3,35.3,173.3,0,50.3,93.1,1.2
70,ASHBURN,8,135460337.208,54818.1546317,41081,42809,2.0598,20715,48.3894,22094,51.6106,2749,6.4215,11038,25.7843,31771,74.2157,29794,69.5975,4251,9.9302,12932,30.2086,21320,49.8026,221,0.5162,238,0.556,0,0,9123,21.3109,15384,35.9364,696,0.0163,637,0.0149,190382,42153,5403,12.8176,2179,4186,7649,9115,5434,21841,2842,1399,3.3189,7022,16.6584,8719,20.6842,11175,26.5106,12532,29.7298,0.1208,36.5663,63.2156,229.4229,14.7,69,9,82,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0,529,602.9,4.4
71,AUBURN GRESHAM,15,105065353.602,46757.7217161,48743,47611,-1.1748,20443,42.9376,27168,57.0624,3332,6.9984,11842,24.8724,35769,75.1276,33524,70.4123,7515,15.7842,666,1.3988,46898,98.5024,292,0.6133,209,0.439,11,0.0231,198,0.4159,672,1.4114,2181,0.0458,2779,0.0584,236285,47367,14525,30.6648,5331,5586,10648,10843,4119,20393,5722,3524,7.4398,18073,38.1553,20759,43.8259,25592,54.0292,26496,55.9377,-0.3343,49.4475,51.9778,232.5295,15.1,70,11,71,13.9,83.1,37.6,41.9,243,24.5,83.6,32.6,15.6,65.1,43.5,63.7,393.8,1,2032.2,1986.7,7.3
72,BEVERLY,7,88779363.9384,44591.4851009,20034,21002,2.3589,10053,47.8669,10949,52.1331,1337,6.3661,5231,24.9072,15771,75.0928,15165,72.2074,2758,13.1321,13031,62.0465,7894,37.5869,116,0.5523,102,0.4857,0,0,250,1.1904,1169,5.5661,413,0.0197,178,0.0085,296312,20981,756,3.6033,93,382,1931,3998,7887,11138,828,364,1.7349,1015,4.8377,1522,7.2542,2268,10.8098,2705,12.8926,0.493,26.7572,58.617,228.4327,11,60,4,84,9.9,11.9,3.5,42,197.6,24.8,59.6,3.5,10,47.9,44.7,57.2,179.1,1,195.5,469.5,0
73,WASHINGTON HEIGHTS,8,79635752.8769,42222.598163,26493,26435,-0.1096,11425,43.2192,15010,56.7808,1031,3.9001,4868,18.415,21567,81.585,20252,76.6106,5380,20.3518,515,1.9482,25768,97.4768,334,1.2635,24,0.0908,0,0,159,0.6015,359,1.358,817,0.0309,992,0.0375,159504,26117,4758,18.218,1299,2017,5656,6881,3613,12989,3012,1469,5.6247,5897,22.5792,7511,28.759,10449,40.0084,11525,44.1283,0.0447,40.9374,59.5105,233.2345,12,61,19,75,16.2,65,38,47.9,260.6,29.7,79.5,35.6,11.2,70,56.2,57.6,371.4,1,1298.2,1274.2,3
74,MOUNT GREENWOOD,4,75584290.0209,48665.1305392,19093,18357,-1.9653,9078,49.4525,9279,50.5475,1398,7.6156,4710,25.6578,13647,74.3422,12633,68.8184,2024,11.0258,16907,92.1011,903,4.9191,118,0.6428,472,2.5712,0,0,188,1.0241,1040,5.6654,181,0.0099,154,0.0084,137959,17739,687,3.8728,66,552,3328,3922,3942,9287,780,374,2.1083,1005,5.6655,1503,8.4729,2109,11.8891,2269,12.791,0.4195,26.8396,62.3287,246.4412,12.5,59,8,94,15.1,7.7,2.2,34.6,201.1,24.8,66.5,7.4,3.3,55,16.9,26.7,133.6,0,0,0,0
75,MORGAN PARK,7,91877340.6988,46396.419362,22530,29300,13.0619,13625,46.5017,15675,53.4983,1808,6.1706,6955,23.7372,22345,76.2628,21225,72.4403,4630,15.802,12065,41.1775,16527,56.4061,317,1.0819,155,0.529,0,0,1097,3.744,2201,7.5119,696,0.0238,601,0.0205,189960,28860,5301,18.368,1783,2111,5247,6703,5336,13971,1956,1474,5.1074,6735,23.3368,7756,26.8746,9304,32.2384,9909,34.3347,0.309,34.3777,61.5867,243.6824,13.2,67,10,74,12.3,46.7,19.9,32.4,218.2,27.1,75.4,15.8,13.1,50,39.8,47.9,298.8,1,800.5,741.1,2.6
76,OHARE,6,371835607.687,173625.98466,12559,22239,27.8177,11358,51.0724,10881,48.9276,2008,9.0292,4729,21.2644,17510,78.7356,17052,76.6761,3117,14.0159,18258,82.099,320,1.4389,170,0.7644,2189,9.8431,0,0,1927,8.665,3916,17.6087,544,0.0245,248,0.0112,127095,22068,4389,19.8885,1792,2329,4502,4468,4393,11546,965,860,3.897,5621,25.4713,6703,30.3743,7610,34.4843,8222,37.2576,0.4692,27.6113,50.1667,224.3667,15.8,70,3,82,5,15.9,5.6,20.5,138.5,8.7,47.3,11.8,2,37.4,2.8,40.4,182.9,0,0,0,6.3
77,EDGEWATER,17,48449990.8397,31004.8309456,54891,55276,0.3495,27729,50.1646,27547,49.8354,2675,4.8394,6569,11.884,48707,88.116,46042,83.2947,7061,12.7741,37975,68.7007,8733,15.7989,502,0.9082,7668,13.8722,191,0.3455,2311,4.1808,9007,16.2946,883,0.016,593,0.0107,582834,52551,9652,18.3669,1566,3628,5440,9657,23085,33672,3055,2586,4.9209,12294,23.3944,14614,27.8092,17457,33.2192,18261,34.7491,0.1899,30.3547,59.5422,248.6371,12.1,48,7,76,7.4,15.1,5.8,18.5,162,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0,120.1,427.5,10.5
9,EDISON PARK,3,31636313.7864,25937.226841,11341,10993,-1.5582,5245,47.7122,5748,52.2878,415,3.7751,2161,19.658,8832,80.342,8668,78.8502,1834,16.6833,10568,96.1339,172,1.5646,19,0.1728,244,2.2196,0,0,102,0.9279,857,7.7959,65,0.0059,64,0.0058,122332,10993,269,2.447,28,644,1725,2441,3470,6099,411,85,0.7732,427,3.8843,786,7.15,1268,11.5346,1399,12.7263,0.65,26.5833,64.323,252.0842,11.3,59,7,86,12.6,3.9,0,13.8,189.7,15.1,53,7.1,4.6,45.2,28,38.9,134.7,0,0,0,1.8
